t_s,linear_x,angular_z
5.955,0.25,-0.1053791262548919
6.005,0.25,-0.09680616391687351
6.054,0.25,-0.07807588137803272
6.105,0.25,-0.05522569571809352
6.155,0.25,-0.04332075227935479
6.205,0.25,-0.02044381791645172
6.255,0.25,-0.005505115911679432
6.305,0.25,0.019931205002597777
6.355,0.25,0.036886251465235415
6.405,0.25,0.06646190467259341
6.46,0.25,0.09416012126865662
6.505,0.25,0.10707645883443594
6.555,0.25,0.13318937389770732
6.606,0.25,0.14689891928466636
6.655,0.25,0.16801124487110017
6.705,0.25,0.18857946374879084
6.755,0.25,0.20278041043314798
6.805,0.25,0.22261220028578538
6.855,0.25,0.23485538609508105
6.905,0.25,0.25804679357792126
6.955,0.25,0.2839370592757542
7.004,0.25,0.2953038218631003
7.055,0.25,0.32224331538265755
7.105,0.25,0.33092703373416194
7.155,0.25,0.35520575023374934
7.205,0.25,0.378362781876969
7.255,0.25,0.3891587790778661
7.305,0.25,0.4146241096866097
7.355,0.25,0.4183409774216619
7.405,0.25,0.43431246806720164
7.459,0.25,0.45954052106683735
7.505,0.25,0.46957663297342833
7.555,0.25,0.499325835336909
7.605,0.25,0.5114440736806455
7.655,0.25,0.5405546059873185
7.705,0.25,0.5532863421787272
7.755,0.25,0.5757865139524537
7.805,0.25,0.6005209913083183
7.855,0.25,0.6098262449838826
7.905,0.25,0.6305422353927203
7.955,0.25,0.6397214152313757
8.005,0.25,0.6589782779377126
8.055,0.25,0.6740205120188968
8.105,0.25,0.6846506640597477
8.155,0.25,0.7017451803482587
8.206,0.25,0.7125333128877985
8.255,0.25,0.7330253731343284
8.305,0.25,0.7547167306461933
8.355,0.25,0.7631938511326861
8.405,0.25,0.7801491046253245
8.459,0.25,0.7867497734737796
8.505,0.25,0.8042875609570976
8.555,0.25,0.8171228965477361
8.605,0.25,0.8242291449728103
8.655,0.25,0.8364768078067496
8.705,0.25,0.8433172441022604
8.755,0.25,0.8554635629327179
8.805,0.25,0.8685594372524678
8.855,0.25,0.876647708172668
8.905,0.25,0.8900975349283797
8.955,0.25,0.8943197626841244
9.005,0.25,0.9093522900987769
9.055,0.25,0.9145373237775024
9.105,0.25,0.920518826102376
9.155,0.25,0.931552027555502
9.205,0.25,0.9344482961754577
9.255,0.25,0.9442955161106358
9.306,0.25,0.9480004421270886
9.355,0.25,0.9539470115648346
9.405,0.25,0.9625262547735951
9.46,0.25,0.9695983092245172
9.505,0.25,0.9774926084274561
9.555,0.25,0.9814286366370237
9.605,0.25,0.989176233618979
9.655,0.25,0.9985989830206734
9.705,0.25,0.9986740585962074
9.755,0.25,1.0076499677426787
9.806,0.25,1.015112973760933
9.855,0.25,1.0230394520769728
9.905,0.25,1.0349447246376813
9.955,0.25,1.0437084945196646
10.005,0.25,1.054050390929518
10.055,0.25,1.0584108621529469
10.105,0.25,1.0668349370354588
10.155,0.25,1.0718751042783934
10.205,0.25,1.0783472322070453
10.255,0.25,1.0832571060373961
10.305,0.25,1.088834156166335
10.355,0.25,1.0931097032302814
10.405,0.25,1.0955894415357768
10.458,0.25,1.1026077309464462
10.505,0.25,1.1091272592708008
10.555,0.25,1.1111834346784597
10.605,0.25,1.1158863581097511
10.655,0.25,1.1182445900537634
10.705,0.25,1.1218560606060606
10.755,0.25,1.1313302630825604
10.805,0.25,1.133563109543713
10.855,0.25,1.1406321245848665
10.905,0.25,1.1442479619565216
10.955,0.25,1.1531353361001069
11.005,0.25,1.1600655381108327
11.055,0.25,1.1618151140530193
11.105,0.25,1.1681311495983935
11.155,0.25,1.1719307434706516
11.205,0.25,1.1773457029901249
11.255,0.25,1.1845067100020967
11.305,0.25,1.187182428379904
11.355,0.25,1.1919149290550275
11.404,0.25,1.1950216403375893
11.46,0.25,1.1976958025236362
11.505,0.25,1.1997831604502316
11.555,0.25,1.2016647065412185
11.605,0.25,1.2065630604846402
11.655,0.25,1.208566957364341
11.705,0.25,1.2141282829485043
11.755,0.25,1.2153087454596254
11.805,0.25,1.2188258719993554
11.855,0.25,1.2226330604406712
11.905,0.25,1.2237743889915793
11.955,0.25,1.2291505410566517
12.007,0.25,1.2325133574629437
12.055,0.25,1.2382736434108526
12.105,0.25,1.242338964427963
12.155,0.25,1.2432152477822673
12.205,0.25,1.2495752992836817
